trial,seed,steps,rows,cols,final_prey,final_predators,final_vegetation,prey_extinct,predator_extinct,time_to_prey_extinction,time_to_predator_extinction,mean_prey,mean_predators,mean_vegetation,migration_rate,drought_probability,disease_probability,fragmentation_rate,predation_rate,stability_score,recovery_time_after_drought,scenario
2,14020030,160,6,6,48.499100,25.079169,6052.714307,true,false,107,,387.653430,300.650322,9006.413274,0.030000,0.030000,0.015000,0.350000,0.00180000,0.428331,,migration_0.030_drought_0.030_fragmentation_0.350_predation_0.00180
3,14030003,160,6,6,63.140143,25.014188,6043.462020,true,false,120,,384.139756,299.039357,9671.421971,0.030000,0.030000,0.015000,0.350000,0.00180000,0.433906,,migration_0.030_drought_0.030_fragmentation_0.350_predation_0.00180
4,14039976,160,6,6,53.215864,25.025242,6302.888712,true,false,107,,381.413652,300.195320,8450.427125,0.030000,0.030000,0.015000,0.350000,0.00180000,0.425603,,migration_0.030_drought_0.030_fragmentation_0.350_predation_0.00180
5,14049949,160,6,6,57.664080,24.986257,7131.980092,true,false,106,,372.303018,299.632808,9822.016123,0.030000,0.030000,0.015000,0.350000,0.00180000,0.421615,,migration_0.030_drought_0.030_fragmentation_0.350_predation_0.00180
6,14059922,160,6,6,47.841582,24.830763,7933.837419,true,false,109,,373.509403,299.286126,9589.148113,0.030000,0.030000,0.015000,0.350000,0.00180000,0.423157,,migration_0.030_drought_0.030_fragmentation_0.350_predation_0.00180
7,14069895,160,6,6,47.912837,24.916559,6317.021857,true,false,108,,376.913415,299.434268,8871.040579,0.030000,0.030000,0.015000,0.350000,0.00180000,0.425607,,migration_0.030_drought_0.030_fragmentation_0.350_predation_0.00180
0,15000087,160,6,6,227.838458,27.368871,23584.989172,false,false,,,472.590211,304.030717,19832.857743,0.060000,0.000000,0.015000,0.350000,0.00180000,0.495526,,migration_0.060_drought_0.000_fragmentation_0.350_predation_0.00180
1,15010060,160,6,6,218.084696,27.227111,23632.785976,false,false,,,463.986426,303.160123,19666.676243,0.060000,0.000000,0.015000,0.350000,0.00180000,0.493780,,migration_0.060_drought_0.000_fragmentation_0.350_predation_0.00180
2,15020033,160,6,6,241.852700,27.531006,24027.715282,false,false,,,478.388655,304.428856,19986.742726,0.060000,0.000000,0.015000,0.350000,0.00180000,0.497685,,migration_0.060_drought_0.000_fragmentation_0.350_predation_0.00180
3,15030006,160,6,6,254.176494,27.688682,23899.153378,false,false,,,490.128575,304.237157,19937.862656,0.060000,0.000000,0.015000,0.350000,0.00180000,0.506803,,migration_0.060_drought_0.000_fragmentation_0.350_predation_0.00180
4,15039979,160,6,6,254.265391,27.840316,23984.435670,false,false,,,490.618098,304.677059,19924.722025,0.060000,0.000000,0.015000,0.350000,0.00180000,0.508145,,migration_0.060_drought_0.000_fragmentation_0.350_predation_0.00180
5,15049952,160,6,6,258.214964,27.607774,23803.783714,false,false,,,485.505909,303.789216,20046.372732,0.060000,0.000000,0.015000,0.350000,0.00180000,0.507081,,migration_0.060_drought_0.000_fragmentation_0.350_predation_0.00180
6,15059925,160,6,6,182.581820,26.924566,23853.796408,false,false,,,443.254123,303.425776,19829.206484,0.060000,0.000000,0.015000,0.350000,0.00180000,0.478786,,migration_0.060_drought_0.000_fragmentation_0.350_predation_0.00180
7,15069898,160,6,6,227.091828,27.724415,23719.724860,false,false,,,478.146037,304.441935,19837.834900,0.060000,0.000000,0.015000,0.350000,0.00180000,0.500017,,migration_0.060_drought_0.000_fragmentation_0.350_predation_0.00180
0,16000090,160,6,6,118.492831,25.775666,18112.942731,false,false,,,407.628005,300.109086,15818.224891,0.060000,0.010000,0.015000,0.350000,0.00180000,0.456828,,migration_0.060_drought_0.010_fragmentation_0.350_predation_0.00180
1,16010063,160,6,6,130.197034,26.193356,16745.108407,false,false,,,425.445009,302.243326,15524.464248,0.060000,0.010000,0.015000,0.350000,0.00180000,0.461181,,migration_0.060_drought_0.010_fragmentation_0.350_predation_0.00180
2,16020036,160,6,6,118.249008,26.165148,16110.504069,false,false,,,424.527237,302.178130,15539.332741,0.060000,0.010000,0.015000,0.350000,0.00180000,0.461038,,migration_0.060_drought_0.010_fragmentation_0.350_predation_0.00180
3,16030009,160,6,6,116.180250,26.120667,16152.604513,false,false,,,412.917964,302.448315,14195.802881,0.060000,0.010000,0.015000,0.350000,0.00180000,0.451746,,migration_0.060_drought_0.010_fragmentation_0.350_predation_0.00180
4,16039982,160,6,6,123.992946,26.304598,15922.019011,false,false,,,417.351664,302.098117,16181.403951,0.060000,0.010000,0.015000,0.350000,0.00180000,0.459868,,migration_0.060_drought_0.010_fragmentation_0.350_predation_0.00180
5,16049955,160,6,6,137.858077,26.300082,16943.744618,false,false,,,434.677800,302.329418,15757.041949,0.060000,0.010000,0.015000,0.350000,0.00180000,0.467550,,migration_0.060_drought_0.010_fragmentation_0.350_predation_0.00180
6,16059928,160,6,6,122.933959,26.063067,17606.537172,false,false,,,421.888751,302.382257,15483.602234,0.060000,0.010000,0.015000,0.350000,0.00180000,0.456075,,migration_0.060_drought_0.010_fragmentation_0.350_predation_0.00180
7,16069901,160,6,6,121.954242,26.022299,17193.338723,false,false,,,418.970211,301.754361,15373.838829,0.060000,0.010000,0.015000,0.350000,0.00180000,0.455432,,migration_0.060_drought_0.010_fragmentation_0.350_predation_0.00180
0,17000093,160,6,6,98.309560,25.771690,14538.739780,true,false,156,,404.458289,301.642936,13885.924147,0.060000,0.015000,0.015000,0.350000,0.00180000,0.445415,,migration_0.060_drought_0.015_fragmentation_0.350_predation_0.00180
1,17010066,160,6,6,108.017665,25.858279,13974.087530,false,false,,,415.820472,300.973207,14516.643695,0.060000,0.015000,0.015000,0.350000,0.00180000,0.456864,,migration_0.060_drought_0.015_fragmentation_0.350_predation_0.00180
2,17020039,160,6,6,101.877802,25.934357,13565.255818,false,false,,,414.152697,301.951809,13725.959552,0.060000,0.015000,0.015000,0.350000,0.00180000,0.453280,,migration_0.060_drought_0.015_fragmentation_0.350_predation_0.00180
3,17030012,160,6,6,118.786645,26.259124,13524.283894,false,false,,,429.657546,303.067248,14363.824775,0.060000,0.015000,0.015000,0.350000,0.00180000,0.459877,,migration_0.060_drought_0.015_fragmentation_0.350_predation_0.00180
4,17039985,160,6,6,78.798604,25.282236,14630.029979,true,false,119,,385.669998,300.492406,13123.690063,0.060000,0.015000,0.015000,0.350000,0.00180000,0.432639,,migration_0.060_drought_0.015_fragmentation_0.350_predation_0.00180
5,17049958,160,6,6,97.645260,25.610719,13216.141188,true,false,157,,403.082340,300.541324,13422.701321,0.060000,0.015000,0.015000,0.350000,0.00180000,0.448373,,migration_0.060_drought_0.015_fragmentation_0.350_predation_0.00180
6,17059931,160,6,6,93.271093,25.570393,15584.191206,true,false,144,,399.587076,300.784855,14266.807509,0.060000,0.015000,0.015000,0.350000,0.00180000,0.443683,,migration_0.060_drought_0.015_fragmentation_0.350_predation_0.00180
7,17069904,160,6,6,95.112281,25.729208,13555.491292,true,false,153,,403.899202,300.702854,13452.636941,0.060000,0.015000,0.015000,0.350000,0.00180000,0.450917,,migration_0.060_drought_0.015_fragmentation_0.350_predation_0.00180
0,18000096,160,6,6,62.380779,25.368900,11148.563093,true,false,111,,383.452652,301.535689,11577.748345,0.060000,0.020000,0.015000,0.350000,0.00180000,0.427939,,migration_0.060_drought_0.020_fragmentation_0.350_predation_0.00180
1,18010069,160,6,6,82.792581,25.743414,12278.301966,true,false,132,,403.816730,302.122269,12323.178721,0.060000,0.020000,0.015000,0.350000,0.00180000,0.443167,,migration_0.060_drought_0.020_fragmentation_0.350_predation_0.00180
2,18020042,160,6,6,76.297833,25.725082,10129.626336,true,false,133,,408.247309,301.858862,12211.924290,0.060000,0.020000,0.015000,0.350000,0.00180000,0.446793,,migration_0.060_drought_0.020_fragmentation_0.350_predation_0.00180
3,18030015,160,6,6,63.395161,25.426427,11463.993589,true,false,114,,387.255885,301.900281,11842.817141,0.060000,0.020000,0.015000,0.350000,0.00180000,0.430016,,migration_0.060_drought_0.020_fragmentation_0.350_predation_0.00180
4,18039988,160,6,6,82.183201,25.770508,11972.826772,true,false,136,,408.901315,302.423262,12931.897995,0.060000,0.020000,0.015000,0.350000,0.00180000,0.445051,,migration_0.060_drought_0.020_fragmentation_0.350_predation_0.00180
5,18049961,160,6,6,56.542378,24.953623,10691.721880,true,false,102,,363.239500,299.962508,11105.747599,0.060000,0.020000,0.015000,0.350000,0.00180000,0.416710,,migration_0.060_drought_0.020_fragmentation_0.350_predation_0.00180
6,18059934,160,6,6,71.229540,25.256268,10953.217147,true,false,118,,383.610516,300.373212,11713.285809,0.060000,0.020000,0.015000,0.350000,0.00180000,0.431639,,migration_0.060_drought_0.020_fragmentation_0.350_predation_0.00180
7,18069907,160,6,6,84.416230,25.756163,12132.057259,true,false,129,,400.832536,302.311395,12908.877404,0.060000,0.020000,0.015000,0.350000,0.00180000,0.439725,,migration_0.060_drought_0.020_fragmentation_0.350_predation_0.00180
0,19000099,160,6,6,48.201001,25.092943,5769.107755,true,false,107,,386.656873,300.826862,8868.105704,0.060000,0.030000,0.015000,0.350000,0.00180000,0.427172,,migration_0.060_drought_0.030_fragmentation_0.350_predation_0.00180
1,19010072,160,6,6,43.391100,24.794214,5659.938571,true,false,99,,363.372637,299.515217,8516.656752,0.060000,0.030000,0.015000,0.350000,0.00180000,0.415613,,migration_0.060_drought_0.030_fragmentation_0.350_predation_0.00180
2,19020045,160,6,6,52.025509,25.174987,6256.609663,true,false,110,,380.630746,300.877334,9023.799383,0.060000,0.030000,0.015000,0.350000,0.00180000,0.425909,,migration_0.060_drought_0.030_fragmentation_0.350_predation_0.00180
3,19030018,160,6,6,49.326641,25.139969,7144.333901,true,false,108,,380.250974,300.754961,9079.644426,0.060000,0.030000,0.015000,0.350000,0.00180000,0.425214,,migration_0.060_drought_0.030_fragmentation_0.350_predation_0.00180
4,19039991,160,6,6,54.102799,25.281748,6589.479892,true,false,115,,388.944024,300.983212,9377.264645,0.060000,0.030000,0.015000,0.350000,0.00180000,0.431564,,migration_0.060_drought_0.030_fragmentation_0.350_predation_0.00180
5,19049964,160,6,6,44.656882,24.997066,7027.507398,true,false,100,,373.777009,300.633287,9061.337879,0.060000,0.030000,0.015000,0.350000,0.00180000,0.420883,,migration_0.060_drought_0.030_fragmentation_0.350_predation_0.00180
6,19059937,160,6,6,47.890122,25.037790,5683.026219,true,false,100,,380.169090,301.019160,8051.149631,0.060000,0.030000,0.015000,0.350000,0.00180000,0.421965,,migration_0.060_drought_0.030_fragmentation_0.350_predation_0.00180
7,19069910,160,6,6,44.299733,24.770463,6652.305626,true,false,100,,370.885532,299.724914,8977.315948,0.060000,0.030000,0.015000,0.350000,0.00180000,0.417825,,migration_0.060_drought_0.030_fragmentation_0.350_predation_0.00180
0,20000102,160,6,6,214.267096,27.087701,23697.146773,false,false,,,451.201409,302.907079,19989.903159,0.100000,0.000000,0.015000,0.350000,0.00180000,0.488035,,migration_0.100_drought_0.000_fragmentation_0.350_predation_0.00180
1,20010075,160,6,6,225.591598,26.998799,23934.782443,false,false,,,450.717932,302.835784,19823.567814,0.100000,0.000000,0.015000,0.350000,0.00180000,0.484455,,migration_0.100_drought_0.000_fragmentation_0.350_predation_0.00180
2,20020048,160,6,6,229.517732,27.411930,23944.169828,false,false,,,471.066333,303.608996,19829.503523,0.100000,0.000000,0.015000,0.350000,0.00180000,0.498872,,migration_0.100_drought_0.000_fragmentation_0.350_predation_0.00180
3,20030021,160,6,6,247.612052,27.636840,23740.768233,false,false,,,480.914538,304.059292,19923.353437,0.100000,0.000000,0.015000,0.350000,0.00180000,0.503398,,migration_0.100_drought_0.000_fragmentation_0.350_predation_0.00180
4,20039994,160,6,6,252.004821,27.502272,24066.520168,false,false,,,476.886583,303.399560,19970.281450,0.100000,0.000000,0.015000,0.350000,0.00180000,0.504084,,migration_0.100_drought_0.000_fragmentation_0.350_predation_0.00180
5,20049967,160,6,6,226.400780,27.278906,23941.958663,false,false,,,460.520664,303.146818,20181.455776,0.100000,0.000000,0.015000,0.350000,0.00180000,0.493897,,migration_0.100_drought_0.000_fragmentation_0.350_predation_0.00180
6,20059940,160,6,6,217.570227,27.579800,23747.193828,false,false,,,464.265214,304.756089,19852.678885,0.100000,0.000000,0.015000,0.350000,0.00180000,0.492016,,migration_0.100_drought_0.000_fragmentation_0.350_predation_0.00180
7,20069913,160,6,6,222.942004,27.347653,23775.879666,false,false,,,465.277759,303.894712,19921.674432,0.100000,0.000000,0.015000,0.350000,0.00180000,0.494324,,migration_0.100_drought_0.000_fragmentation_0.350_predation_0.00180
0,21000105,160,6,6,104.331002,25.982475,16637.204869,false,false,,,411.073052,302.686839,15493.259975,0.100000,0.010000,0.015000,0.350000,0.00180000,0.450049,,migration_0.100_drought_0.010_fragmentation_0.350_predation_0.00180
1,21010078,160,6,6,124.753017,26.163161,17080.138753,false,false,,,422.398558,302.156496,15211.749576,0.100000,0.010000,0.015000,0.350000,0.00180000,0.461659,,migration_0.100_drought_0.010_fragmentation_0.350_predation_0.00180
2,21020051,160,6,6,176.587906,26.980503,19768.754885,false,false,,,455.513585,303.687466,17054.616123,0.100000,0.010000,0.015000,0.350000,0.00180000,0.484731,,migration_0.100_drought_0.010_fragmentation_0.350_predation_0.00180
3,21030024,160,6,6,127.009001,26.336121,17835.541319,false,false,,,426.227902,303.018874,16124.158964,0.100000,0.010000,0.015000,0.350000,0.00180000,0.461627,,migration_0.100_drought_0.010_fragmentation_0.350_predation_0.00180
4,21039997,160,6,6,129.140359,26.125900,19810.327410,false,false,,,406.572662,302.436096,16228.598928,0.100000,0.010000,0.015000,0.350000,0.00180000,0.450287,,migration_0.100_drought_0.010_fragmentation_0.350_predation_0.00180
5,21049970,160,6,6,110.034001,25.938655,16521.274416,false,false,,,405.426902,301.604810,15555.082873,0.100000,0.010000,0.015000,0.350000,0.00180000,0.452031,,migration_0.100_drought_0.010_fragmentation_0.350_predation_0.00180
6,21059943,160,6,6,109.675610,26.167905,16577.068255,false,false,,,413.947418,302.842330,15624.053196,0.100000,0.010000,0.015000,0.350000,0.00180000,0.454207,,migration_0.100_drought_0.010_fragmentation_0.350_predation_0.00180
7,21069916,160,6,6,115.530715,25.958844,17586.285464,false,false,,,409.961396,302.224884,15360.312951,0.100000,0.010000,0.015000,0.350000,0.00180000,0.450868,,migration_0.100_drought_0.010_fragmentation_0.350_predation_0.00180
0,22000108,160,6,6,93.998301,25.705364,14038.928884,true,false,150,,396.154466,301.472380,13949.630552,0.100000,0.015000,0.015000,0.350000,0.00180000,0.443324,,migration_0.100_drought_0.015_fragmentation_0.350_predation_0.00180
1,22010081,160,6,6,88.399826,25.848823,14651.121845,true,false,143,,406.947134,302.372155,13533.589530,0.100000,0.015000,0.015000,0.350000,0.00180000,0.446612,,migration_0.100_drought_0.015_fragmentation_0.350_predation_0.00180
2,22020054,160,6,6,77.407649,25.656095,10863.480480,true,false,132,,399.426111,302.267234,12113.719708,0.100000,0.015000,0.015000,0.350000,0.00180000,0.439171,,migration_0.100_drought_0.015_fragmentation_0.350_predation_0.00180
3,22030027,160,6,6,105.133935,25.842458,14666.305490,false,false,,,408.172720,301.518483,14623.022886,0.100000,0.015000,0.015000,0.350000,0.00180000,0.450665,,migration_0.100_drought_0.015_fragmentation_0.350_predation_0.00180
4,22040000,160,6,6,97.688642,25.699164,14769.703903,true,false,147,,400.253296,301.924736,13491.290092,0.100000,0.015000,0.015000,0.350000,0.00180000,0.442994,,migration_0.100_drought_0.015_fragmentation_0.350_predation_0.00180
5,22049973,160,6,6,76.883996,25.477309,13927.910447,true,false,119,,385.727543,301.723396,12390.555273,0.100000,0.015000,0.015000,0.350000,0.00180000,0.430703,,migration_0.100_drought_0.015_fragmentation_0.350_predation_0.00180
6,22059946,160,6,6,94.709457,26.032910,13812.673718,true,false,151,,400.715367,303.002085,13658.893137,0.100000,0.015000,0.015000,0.350000,0.00180000,0.442831,,migration_0.100_drought_0.015_fragmentation_0.350_predation_0.00180
7,22069919,160,6,6,89.191150,25.763090,13589.547782,true,false,141,,395.889080,301.866542,14181.392356,0.100000,0.015000,0.015000,0.350000,0.00180000,0.442251,,migration_0.100_drought_0.015_fragmentation_0.350_predation_0.00180
0,23000111,160,6,6,96.318104,26.082701,12392.267486,true,false,157,,418.067537,302.874678,13318.466394,0.100000,0.020000,0.015000,0.350000,0.00180000,0.453606,,migration_0.100_drought_0.020_fragmentation_0.350_predation_0.00180
1,23010084,160,6,6,73.335990,25.416099,11672.444002,true,false,119,,387.637911,301.587107,12361.207711,0.100000,0.020000,0.015000,0.350000,0.00180000,0.432516,,migration_0.100_drought_0.020_fragmentation_0.350_predation_0.00180
2,23020057,160,6,6,60.158638,25.049511,10211.791276,true,false,109,,373.855987,300.268745,10577.601822,0.100000,0.020000,0.015000,0.350000,0.00180000,0.424326,,migration_0.100_drought_0.020_fragmentation_0.350_predation_0.00180
3,23030030,160,6,6,79.289774,25.580664,12516.020628,true,false,129,,398.346439,301.836880,12613.280546,0.100000,0.020000,0.015000,0.350000,0.00180000,0.439404,,migration_0.100_drought_0.020_fragmentation_0.350_predation_0.00180
4,23040003,160,6,6,56.670417,25.091661,10177.047605,true,false,103,,367.761769,300.926020,11733.788066,0.100000,0.020000,0.015000,0.350000,0.00180000,0.419677,,migration_0.100_drought_0.020_fragmentation_0.350_predation_0.00180
5,23049976,160,6,6,92.054148,25.714674,11958.743956,true,false,144,,403.136071,301.662748,13477.406903,0.100000,0.020000,0.015000,0.350000,0.00180000,0.445732,,migration_0.100_drought_0.020_fragmentation_0.350_predation_0.00180
6,23059949,160,6,6,90.584287,25.641493,12422.313976,true,false,149,,408.319978,300.896175,12706.028282,0.100000,0.020000,0.015000,0.350000,0.00180000,0.450600,,migration_0.100_drought_0.020_fragmentation_0.350_predation_0.00180
7,23069922,160,6,6,75.182970,25.450395,12357.760295,true,false,126,,387.060286,300.762488,12684.006446,0.100000,0.020000,0.015000,0.350000,0.00180000,0.436465,,migration_0.100_drought_0.020_fragmentation_0.350_predation_0.00180
0,24000114,160,6,6,52.932865,25.297085,7108.311626,true,false,110,,382.529397,301.404412,9101.359046,0.100000,0.030000,0.015000,0.350000,0.00180000,0.426062,,migration_0.100_drought_0.030_fragmentation_0.350_predation_0.00180
1,24010087,160,6,6,36.482023,24.647681,5036.299877,true,false,93,,358.845683,299.591378,7250.774882,0.100000,0.030000,0.015000,0.350000,0.00180000,0.411447,,migration_0.100_drought_0.030_fragmentation_0.350_predation_0.00180
2,24020060,160,6,6,37.797335,24.508318,6571.125264,true,false,94,,349.106301,298.370991,8474.748537,0.100000,0.030000,0.015000,0.350000,0.00180000,0.409250,,migration_0.100_drought_0.030_fragmentation_0.350_predation_0.00180
3,24030033,160,6,6,31.715517,24.559420,4783.707302,true,false,93,,347.637861,299.000318,7837.735652,0.100000,0.030000,0.015000,0.350000,0.00180000,0.407556,,migration_0.100_drought_0.030_fragmentation_0.350_predation_0.00180
4,24040006,160,6,6,45.833140,25.152697,6051.418066,true,false,103,,369.221655,301.336315,9042.355657,0.100000,0.030000,0.015000,0.350000,0.00180000,0.420038,,migration_0.100_drought_0.030_fragmentation_0.350_predation_0.00180
5,24049979,160,6,6,50.464175,25.388050,6149.936309,true,false,110,,389.275665,301.950277,8780.826857,0.100000,0.030000,0.015000,0.350000,0.00180000,0.430629,,migration_0.100_drought_0.030_fragmentation_0.350_predation_0.00180
6,24059952,160,6,6,44.564889,24.808459,7471.498895,true,false,100,,365.112100,299.906873,8773.523298,0.100000,0.030000,0.015000,0.350000,0.00180000,0.415366,,migration_0.100_drought_0.030_fragmentation_0.350_predation_0.00180
7,24069925,160,6,6,50.933543,25.261915,5740.632180,true,false,107,,378.307625,301.308296,9326.629212,0.100000,0.030000,0.015000,0.350000,0.00180000,0.425846,,migration_0.100_drought_0.030_fragmentation_0.350_predation_0.00180
